Column,Layer,TDC_id,TDC_Ch_id,T0[ns],TMax[ns],ADC_peak[ns],ADC_width[ns],Resolution[um],Efficiency
30,1,30,2,281.2729876221849,189.79377056480598,136.69136542946038,22.343276411073617,113.17826563554756,0.9814647377938517
30,2,30,3,280.3711115403334,190.84055161933406,128.97632890390292,20.01382233901579,102.22821086995619,0.9897589269530542
30,3,30,0,286.0280855703213,188.34551174769132,187.4593419535617,29.05838253981777,104.99093967646529,0.994057801386513
30,4,30,1,282.1563980946951,190.27887207989232,143.7331123438508,22.62156619589687,111.90447979873365,0.9922835352175864
30,5,31,2,283.5200330233521,201.4834898474943,153.68811792493074,23.009557845447198,107.9448311313477,0.9934227834780321
30,6,31,3,280.6347482502673,201.79190514677447,128.1667002772664,20.035918892887622,108.83495429992402,0.9938418228204452
30,7,31,0,282.8161437620793,201.00183743282759,147.47119566105346,22.161014462899516,106.32900971872185,0.9925464749210803
30,8,31,1,283.06087215366506,201.38505956003343,148.02128796936387,22.915660915056623,111.3657925949375,0.9920456510461698
31,1,30,6,284.4599102950187,189.19824804049074,164.77915241607758,26.007459775110316,108.31046303660368,0.9822555565718467
31,2,30,7,285.74829779496656,189.083368221355,174.2068594459942,25.751473023090938,108.19246176429672,0.9884141926140478
31,3,30,4,284.58202816616443,188.6213263742373,169.6150072125759,26.733502344294774,103.55086028723768,0.9927145169994603
31,4,30,5,278.240860225009,191.18755210074482,111.66253653715333,17.851182425687448,108.09841040560596,0.9915548048715441
31,5,31,6,283.02529658055715,203.84624774936066,158.23139258284976,23.755032775311424,107.84307944558307,0.9941690962099126
31,6,31,7,279.30163109652756,201.3115148341522,116.33201125644688,17.57381668054272,105.59353078812315,0.9920266362919478
31,7,31,4,284.7751845781989,200.93735641830727,158.89941901208,23.292510329490312,109.0282704906719,0.993651069751261
31,8,31,5,281.5015113777428,202.573452881675,137.3987887030498,21.483128801746755,107.43086478919302,0.9898264512268103
32,1,30,10,281.48381153876477,189.7867032091707,134.62391269588227,21.16391227742453,107.80851211641176,0.9815145561707448
32,2,30,11,283.1046271346106,188.9348333752688,151.1956332976033,23.853404448536473,107.47672638870674,0.9876182895551429
32,3,30,8,281.0184619573268,189.47393232934513,136.62228069629683,22.349727309489175,102.04359141997423,0.9919304223078992
32,4,30,9,280.098798882954,190.29092978764942,121.99513537627044,20.293870865697365,111.17189525411682,0.9925518708990956
32,5,31,10,282.7549424870734,203.70885387817577,153.73850867555532,22.485347246475456,105.88716701489882,0.9939606126914661
32,6,31,11,283.3708635659186,201.9143119524046,155.5825796061851,22.854327939444477,102.4637213546287,0.9934411893310013
32,7,31,8,283.0623928745687,202.89237270135868,152.21325822546345,22.471723727779832,99.89499911036775,0.9931820143264003
32,8,31,9,284.23347569783266,202.2098644443106,164.19249855996952,23.383676022759783,106.27512470226583,0.9909368191721133
33,1,30,14,284.81224742681934,189.04070300530503,173.60581117522736,26.293501408580358,114.74248267250658,0.9783267927220834
33,2,30,15,282.50563758526647,189.32063282098244,140.83837030598133,20.6383931921928,103.95213498815652,0.9866151634926339
33,3,30,12,287.1536842239924,187.93038001918586,197.14591945564297,28.93640555097226,111.32687311630383,0.9907170011493237
33,4,30,13,283.1718160312045,190.8225647577214,148.77283661232494,24.01869588155217,109.41670124766158,0.9924865831842576
33,5,31,14,286.2798473894954,202.75742361840565,188.16133184605133,26.435209166770584,110.3062581241362,0.9946170137663255
33,6,31,15,283.1255383070709,201.86020571849798,151.39661350018145,21.886471687256858,108.3344745482166,0.9943716471726322
33,7,31,12,282.9395934039015,201.68622208106228,141.47760200298572,21.539304988082684,105.05149605352354,0.9943915249710674
33,8,31,13,283.3520348157596,202.35923294460832,150.44636117674378,23.225028659486462,109.99064103714967,0.990597539543058
34,1,30,18,282.4769748667975,190.2307835477186,139.9525226015889,22.337743767244458,115.18197148412293,0.9830508474576272
34,2,30,19,282.1365095681374,188.18843169804734,138.32181990701272,21.750223538060254,110.85844655379796,0.9867573696145124
34,3,30,16,283.29184983200116,188.310198517044,153.8961497859817,24.596047238439564,110.65107193802035,0.9931630082763584
34,4,30,17,284.06677233071946,190.00010569191556,157.9063210219237,24.489331857631246,108.1082324138788,0.9910626508177675
34,5,31,18,281.9617082296427,202.54471647198204,142.6118747847221,21.568218408356323,108.84303809069408,0.9906024942912348
34,6,31,19,283.4888977641017,203.06882969412277,158.96167287840456,23.765672005864875,105.61223353548945,0.9948191078328065
34,7,31,16,279.450606638356,203.56283581072637,124.3789602700025,19.979326780727945,104.299786842451,0.991673894189072
34,8,31,17,281.95463760720764,202.77318980242285,137.8461452935383,21.196572821191417,109.91380761082772,0.9888437256767275
35,1,30,22,280.2000395676,189.51286100617966,130.23461029763132,20.978363392835455,114.05643561229053,0.9818429414434862
35,2,30,23,281.2700556406226,187.7939071449427,128.78328903666878,19.608076560962623,111.08937855457594,0.9853034564093259
35,3,30,20,285.7530731278771,186.3672917651914,176.44304681842982,27.35065524926368,107.56788569162956,0.9915016725431697
35,4,30,21,282.10467383317217,191.09746999272448,141.94804834235873,22.45168903283703,109.75599135385383,0.9926318627010513
35,5,31,22,283.05112652191406,201.88821955862363,152.7796384979967,23.315207926895077,108.18492808264307,0.9944879089615932
35,6,31,23,280.964405584467,200.66862752284175,128.97219417386142,19.047926060681036,106.61534863701429,0.9926717287656719
35,7,31,20,282.3964486416349,202.33036443619244,143.86967676796945,21.425937968804845,103.72171039284454,0.9944380683323033
35,8,31,21,283.97866521064753,202.39978354898233,157.69495597400942,24.042883221560267,111.79493400637747,0.9910439898147335
36,1,32,2,281.19010649841215,191.36425742762168,139.07948149599008,22.340470747198893,114.46026707808521,0.9824480793971696
36,2,32,3,282.734875643173,188.3354023818767,142.70567327575145,22.16575926419645,105.5323454844304,0.9890330835313471
36,3,32,0,285.36527496880416,188.34204123844808,180.79295577179465,28.699130517657405,110.04604922578875,0.9920770685153507
36,4,32,1,286.90818232228634,188.47144764979572,205.81746157009445,29.976395035543177,112.55710472973756,0.9896429544835105
36,5,33,2,282.80822509790823,203.5381861560054,151.3709572646691,23.754800674675906,111.63878906525522,0.9928038379530917
36,6,33,3,284.6614366334147,201.50895387425635,167.18514483698755,25.003832812342555,99.99182955554953,0.9933850767331099
36,7,33,0,280.4964953461363,203.6935568993871,139.25605211835943,23.01470081803879,103.75112133944933,0.9942277418226343
36,8,33,1,282.54340481930063,201.48165327975647,143.82418226802426,22.561944401328248,107.62679498218586,0.9897745149449397
37,1,32,6,279.38327056805724,190.39770459112088,126.99960920736567,20.307359582848946,112.02580768134344,0.981859410430839
37,2,32,7,279.3910747912437,189.04168446903844,120.02446744676888,17.608069356100152,107.54143436167327,0.9873429247860135
37,3,32,4,284.10341069038395,188.6630689988326,172.2934051571175,26.485275795947302,110.92410856546233,0.9910925286311579
37,4,32,5,285.39189946494037,190.70624417604967,183.23537937988254,27.537154709149732,111.20290281955872,0.9920792079207921
37,5,33,6,284.2203897247928,201.5431239286787,153.58130590662483,23.81618970725507,115.56851947581924,0.9915072411943501
37,6,33,7,281.7184463346895,200.78344706226517,136.72107312558,20.591544553131982,108.67669134690935,0.9903931684753603
37,7,33,4,286.01008633334743,201.41790418538858,181.52631456111868,25.973067215179952,104.31362594721806,0.9934985064136356
37,8,33,5,286.2877845929812,201.8611258903273,187.27160890844542,28.731420815021345,117.58245067863145,0.9911465638148668
38,1,32,10,282.5184963065673,190.88691387666813,145.20251527826053,23.9988441455434,112.48081763974038,0.9798523110584374
38,2,32,11,278.61123602915757,190.0610045753989,119.24429080892124,20.44255353605544,107.65114369046991,0.9886737303617099
38,3,32,8,283.6911025248937,188.76214570443705,161.01351493547534,24.455724723911445,107.760563706654,0.9910049064146829
38,4,32,9,282.5340875610871,189.92127013722052,142.88627025547402,21.977012339357778,110.31764631207392,0.9921480144404332
38,5,33,10,282.80398337417114,202.6987858665134,142.40014977878144,23.16306222893793,112.29975833914628,0.9939106295334468
38,6,33,11,282.9066666504844,202.2773936362401,145.92337016417142,22.983482360656858,103.16446159458053,0.9946784922394678
38,7,33,8,283.3743677759345,202.47967584445735,152.59949074767343,23.088322619682472,106.88867534454363,0.994512303062489
38,8,33,9,285.261456345839,202.79422179959084,179.55366685485546,27.2475674609856,109.38402309133674,0.9905043993379214
39,1,32,14,282.38353426554187,188.7410871714551,139.7998144628349,21.630913832320555,113.16061543402932,0.9795559666975023
39,2,32,15,284.53887879796713,190.22008283779502,156.75627611857078,22.539699158648652,113.4802607630671,0.9889908256880734
39,3,32,12,282.252588918491,190.1732327316688,138.03561613322216,21.474147646409897,108.77554527804341,0.9940266087428726
39,4,32,13,284.0810669480953,191.15593986989984,152.07078407003792,22.8359088776214,117.74202375697595,0.9918728883207013
39,5,33,14,284.55660349045917,202.81625093645562,171.1597933198601,26.423062114786923,108.13399206703971,0.9949423247559893
39,6,33,15,285.05426354676734,199.1175418940254,160.13419147283656,22.494424885510217,109.35850615132253,0.9933862433862434
39,7,33,12,283.1944692894947,202.578207585636,149.59711194625766,23.454949772604564,101.63840879807407,0.9928628780444286
39,8,33,13,284.9222116665868,202.74716024948236,168.85656483948435,25.737868456229677,106.91594557046582,0.989865765845853
40,1,32,18,283.32657928549526,190.62005732044526,148.30516095811385,22.284617942073098,115.49046696899416,0.9832196201364558
40,2,32,19,284.1672737912527,190.90561634589085,167.03268411910966,25.314729424816043,110.50341932241247,0.9890180878552972
40,3,32,16,282.9449765038039,188.49865181306933,144.29053487932924,21.980735632751678,94.21694009498624,0.9919697249400037
40,4,32,17,281.62565134556417,190.55115939104815,142.52912507204059,22.902936975861795,107.92557252284101,0.9902456979847244
40,5,33,18,282.981231054615,201.24517779643696,143.7310627243947,22.117214592178875,108.04967929685462,0.9927452888613643
40,6,33,19,282.18269891600954,200.59867523792713,139.77131035824,21.123739651335466,101.5588519698232,0.9933662034961901
40,7,33,16,283.3926955854578,201.4394470258382,156.63097210288365,23.17328188033852,100.5781713113839,0.9932068813409792
40,8,33,17,284.6793039813424,202.23559163129266,162.09768548778482,23.31830289718071,113.03704344446363,0.9909752037150618
41,1,32,22,286.21620088596353,189.31773401962766,173.60925804148704,25.069343460306065,121.1507197669647,0.9839646115565386
41,2,32,23,281.7133927633442,189.47222557478068,134.36320724147856,18.55708700474344,109.40199857726034,0.9901171303074671
41,3,32,20,282.3631289970625,188.8994099570868,141.64414271161488,21.96794536615604,111.29185012676183,0.9902111846279343
41,4,32,21,279.9706939891072,190.72072294416625,119.09923931400493,18.91763758177835,115.64634105990403,0.9929015084294588
41,5,33,22,283.27566542624874,203.42903647351972,164.80207112545793,24.870589334521522,110.38221510935949,0.9933152664859982
41,6,33,23,281.9101333552073,200.98722922243866,142.5713202699558,20.600342469290403,103.99384438042703,0.9934437848852662
41,7,33,20,282.00679834332016,201.8329105692576,145.71624760722744,22.956547277154918,102.96871933178136,0.994351279788173
41,8,33,21,282.6800092038703,203.2440005451677,147.6693656441409,22.582933406964997,109.52235794863013,0.9905535446278803
42,1,34,2,286.5542469141017,191.0550232837154,150.86946727622478,23.312754215059577,113.36200592915054,0.9796215429403202
42,2,34,3,282.8776804705698,190.42969756386134,127.73353984627894,21.21246868746224,109.19464933873192,0.9889999083325695
42,3,34,0,285.655259455483,189.50610445873735,153.22983035838092,24.875957240833852,110.74500148652452,0.9929961797344006
42,4,34,1,283.16418792203257,189.43137499519986,127.04650024957103,20.64587833886405,111.69691061655966,0.9922843758611187
42,5,35,2,280.3081720473707,202.62477655846544,130.3616715797345,19.94753849091056,113.09667070759271,0.9936368524825238
42,6,35,3,281.72283965872174,201.8134001933782,141.21302420459006,22.234180413394988,102.05879210181337,0.9930661864025214
42,7,35,0,284.8123081979463,201.89747304894928,171.7449386021716,25.983495189588858,101.43404716582751,0.994245121841561
42,8,35,1,282.99406061798953,201.13331516185286,154.34082396783728,23.699683255350475,109.43445818819225,0.99033646666081
43,1,34,6,289.3735070098671,189.61720495992347,188.13713042464298,28.715770602009766,120.6278524220755,0.9809656453110492
43,2,34,7,286.352200155119,190.9787539803483,155.30366954269368,22.030800783440622,107.29749592441404,0.9893568217267639
43,3,34,4,284.5852588066637,187.74677824827745,142.62387492142787,23.434273422706198,117.43466178521345,0.9903457153365208
43,4,34,5,284.5106532533821,189.21172935661536,132.33584826627788,21.890531240821698,114.74441323820716,0.9917950588020786
43,5,35,6,283.9601651145083,203.27572051493178,166.22091035046975,27.470163135540748,112.6781230421086,0.9936635430611335
43,6,35,7,283.0128812768633,204.16680262690932,147.81948836591727,20.685716429159335,107.82679996038497,0.9948636202621325
43,7,35,4,285.3219571980652,201.76340548953544,190.2506349515238,28.877123594418016,105.31413619361696,0.9915811628518811
43,8,35,5,283.0228156684863,201.27548369734842,151.5936218483558,23.744965079272596,110.56893480144701,0.9890539483971853
44,1,34,10,285.6216122242571,190.18761201166,145.79095192993034,22.34989954360462,111.67176033684656,0.9826047358834245
44,2,34,11,284.57076798770106,189.40436338782246,133.9872379924917,21.358165061600623,109.66870693230985,0.9896598639455783
44,3,34,8,287.4236486599239,189.0087090996617,170.8760777337157,26.46110885108942,106.10545078815333,0.994640261627907
44,4,34,9,286.6653509391214,188.91832351827742,140.15000221648518,22.018872029051305,112.16198980164374,0.9926733380986419
44,5,35,10,280.96943133943466,202.90093014301965,128.62635479697886,19.17571509179026,109.41263229724157,0.9928806620984248
44,6,35,11,282.5589876462209,201.89366556386256,137.59876151322152,21.084907215612063,105.1830490732003,0.9946060659651605
44,7,35,8,285.10136537059697,201.77878026259634,172.3763278087605,24.050679341972657,103.8179450787762,0.9923997553944265
44,8,35,9,282.5116556866161,201.6905700608644,144.18962311864482,21.552426833342466,109.26291740669748,0.9916329047031883
45,1,34,14,287.5366923861479,190.42511421632008,152.39864927481727,23.817895882997334,115.4333100789594,0.9852954607726733
45,2,34,15,287.5994300708193,187.5245474990606,153.30198665859913,22.448391693927228,107.59855774103625,0.9888390815112982
45,3,34,12,285.73056938180935,190.23947671584358,147.07648117375413,22.71971386332777,105.3253819798431,0.991652300154251
45,4,34,13,285.25536408874126,189.69440389957873,138.0782864170397,21.376098412942483,112.63964383615334,0.9927358576228094
45,5,35,14,284.70746562570366,202.7816834862724,159.8515042589661,22.64469287519411,125.41467066067017,0.9948618001417434
45,6,35,15,284.6710936601852,200.47803543392877,153.83528367740152,20.61696146118805,111.98084894856467,0.9919547343294138
45,7,35,12,282.13367608572145,200.27292617664574,141.8036864453735,21.473980817665726,107.60331482578658,0.991795237670561
45,8,35,13,285.4713097331161,200.81351609539826,166.23954927164232,25.101974949845204,117.08630380900235,0.988047108454913
46,1,34,18,284.58317927247816,188.93697756635225,135.56030194281283,21.562993423085203,115.20765705559012,0.9807692307692307
46,2,34,19,285.44719840293965,191.20763381248275,144.61779302872773,23.431571820171868,108.1086155777814,0.9879841020427027
46,3,34,16,287.2971765524982,188.4471507627976,165.64314867925845,25.838992565135307,109.79078732035312,0.9946857247571926
46,4,34,17,287.8989552511537,190.00186170152068,159.78883158989552,24.051413026582168,117.75734214719223,0.9928721557159829
46,5,35,18,283.04766269208625,202.20701712181398,152.87975092359676,22.234401445972395,111.84401651927102,0.9934873762155411
46,6,35,19,281.21336338519274,201.25875918861942,131.48480780114946,20.54176289302768,102.81791561492984,0.9932051855163165
46,7,35,16,280.9532238379866,201.20554360439888,137.42457953662316,21.257092687468393,105.50617231495492,0.9916137005649718
46,8,35,17,281.5301187018313,201.32152702877505,136.8727191562343,20.790019521035575,108.51596545463947,0.9888485706699708
47,1,34,22,284.58996983214763,189.9206039157608,137.45261573899108,20.822378585127403,111.54194552568315,0.9821084503165428
47,2,34,23,284.5124231934857,190.43587720181017,137.1902440144788,20.43602133455305,109.22794028968771,0.989804278561675
47,3,34,20,288.0079490288729,188.8393901915391,179.01802208505606,27.051132523589132,104.36508656804635,0.992904533726502
47,4,34,21,286.3993772335888,190.36358558247338,151.60443546312496,24.117388104164597,110.37706913405665,0.9938854419566586
47,5,35,22,285.96855708672365,201.27449784755072,182.9782643475408,27.520855770349037,115.27283901106503,0.9943140794223827
47,6,35,23,280.7393802938491,202.8408969367557,131.32268465060397,19.902318930630198,105.28359478266854,0.9933572710951526
47,7,35,20,282.1405255789493,201.14408397819415,143.1703373685756,22.311806967944584,106.07938101517199,0.9925184784568235
47,8,35,21,283.1283032774554,200.8995893704071,153.0323766691785,23.545472775647372,114.05168113941683,0.9878679750223015
48,1,36,2,284.8231567654244,189.13902894387036,139.0245346664367,22.050102372692102,113.37533368534721,0.9820425453540842
48,2,36,3,286.35825839546845,189.15023185689313,146.1979978417361,22.65155845273283,108.15309662996962,0.9881073107771734
48,3,36,0,283.92618943232605,187.3687788567866,128.46948554333846,20.00939076296472,107.78061401560188,0.993242634471574
48,4,36,1,284.130944826195,189.47535704823406,131.12574332001316,20.4252525593746,113.11572637325982,0.9913497927554514
48,5,37,2,288.22734921486693,202.42436470943898,173.45030698231776,25.80122668871484,114.34063039696858,0.9929887640449439
48,6,37,3,287.3981940400184,201.45127847760796,159.4974231388351,23.46486128380691,103.03805507128045,0.9953157373209621
48,7,37,0,286.1152631699337,201.20308852212992,146.7121779518793,22.403546948702868,107.20734680893254,0.9928191489361702
48,8,37,1,288.92468562711343,200.8720999761086,180.29331904526163,26.177265278179423,113.1428260218885,0.9889591309767608
49,1,36,6,289.2547003269815,188.45009346157667,176.0668121322064,26.933875028865984,112.90954135084773,0.9800478116954763
49,2,36,7,284.372916381531,188.24494510538375,125.07039924079336,18.968433044474274,109.50985927972984,0.9878709914545621
49,3,36,4,287.2106469793543,188.58530573848236,159.93122484106507,24.285724061680888,112.72066517660684,0.9899307159353349
49,4,36,5,289.14596203416215,191.11551513549023,174.05071015964694,26.164844193126676,126.18334117668424,0.991144668158091
49,5,37,6,288.57602839855014,201.78300314512347,183.28888743885375,26.26886915468117,108.70455379276397,0.9942626624831914
49,6,37,7,284.2551776078681,202.32898762109744,129.39419290670102,19.970047568249253,103.4044499708324,0.9935286715800827
49,7,37,4,286.94371213172286,202.95284374033065,162.50247110346558,25.06441851055704,110.35782854895554,0.9934552626860319
49,8,37,5,283.7509806402003,202.69833989177664,127.6609155651333,19.610289683546164,111.54148222224455,0.9910389495164582
50,1,36,10,286.6082609392135,189.46421724747074,149.91105941235168,24.187772981178533,110.25702058636705,0.9835866828312972
50,2,36,11,289.13659992456246,187.795573242738,177.47276604017554,28.202268936285183,106.58153757997084,0.9884060703176548
50,3,36,8,286.07954844525483,189.63477918151972,158.77202207619982,26.467093522428026,107.03325919784012,0.991906976744186
50,4,36,9,286.4034515120695,188.91266752954118,149.62898253834882,23.539347832360463,114.19728259916762,0.9920296570898981
50,5,37,10,286.8922672517998,203.25433992659407,152.54908361035712,23.97508309789942,110.22856547035876,0.9936657316079993
50,6,37,11,285.8585442238275,202.08409157163385,139.78862123789546,22.696854576078522,109.44429564601887,0.9951716738197425
50,7,37,8,287.3593543024453,201.84833743709095,160.9729904486358,25.213077622278824,104.08668956471271,0.9922137674747832
50,8,37,9,287.03372289786006,203.5855284489479,146.84925342933218,21.810296707417287,112.29555479092258,0.9933595456531237
51,1,36,14,286.1371124919887,190.63762024282272,143.94910390531473,22.99815832961128,112.37444218531786,0.9823846955204091
51,2,36,15,284.42733219240404,190.31884521113722,130.23927987037038,20.403751314001916,105.17843849918232,0.9885553470919325
51,3,36,12,286.2870916684781,187.98078398832507,143.5617726064517,24.14385537473076,106.59079262418675,0.9923770568002231
51,4,36,13,287.5626695749937,188.66215215640005,147.75193555380696,22.834129247294165,113.83676276948,0.9925530936839202
51,5,37,14,286.11330641020913,200.8662409083313,145.63510367182258,21.97471893384295,111.42410872172326,0.9911107120409446
51,6,37,15,287.97980189096927,201.92250368649542,165.10969145199033,23.40094684133052,104.08573078783874,0.9945740640260445
51,7,37,12,285.3154279049449,203.72845749341565,139.96420108147495,21.383240582208543,100.4387079419495,0.9925886239842843
51,8,37,13,287.64097499968943,201.26874013130418,152.91438150472652,23.620238275940125,107.43592370831013,0.9917228969860549
52,1,36,18,286.9352440500614,188.95546671150925,152.09625647746418,24.809786796728584,119.5554727161164,0.981552579829572
52,2,36,19,289.21902655544386,188.02242547789103,183.09922501983414,26.643880207862644,110.15296044465515,0.9895571095571095
52,3,36,16,287.6249812160929,188.12637032793265,162.00954677090527,25.823881952346795,110.18063706375295,0.9916504313943779
52,4,36,17,285.74771002477104,189.81334508604334,146.9732940572305,22.388929536236198,112.82109244186461,0.9915206331260599
52,5,37,18,287.7462024631973,202.28846160022556,165.6025633201146,25.97191037989422,109.73389125031498,0.9932353206458013
52,6,37,19,285.1736143958179,203.13084627570612,137.9797949418583,21.752389134186835,107.85876551989722,0.994392523364486
52,7,37,16,284.77693527604663,201.83927681605013,143.23666395042667,23.422172289383226,101.82209613551962,0.9942806076854335
52,8,37,17,286.48797256166654,202.07209311876278,159.2088979703488,26.855489909736374,109.48640613013715,0.9910418346322674
53,1,36,22,285.00613348991084,188.95473345006826,141.05793249314368,22.374235783773553,115.00593806480909,0.9827991352570731
53,2,36,23,288.20613983218533,187.62216154443553,163.44815325590642,24.525523471794866,109.42040787784813,0.9890622027772494
53,3,36,20,285.6764836280646,191.42932534136582,156.28277965410206,24.806763859351044,107.6669111716507,0.9931985641413187
53,4,36,21,287.5731249088738,189.16428130430035,166.62930423888244,25.957471268612824,113.53097427857062,0.9905261221486387
53,5,37,22,283.8241339559126,201.13512945279354,132.33697340984062,22.182112664038534,111.66704540325293,0.9906439185470556
53,6,37,23,285.5598112697387,202.54100582953203,147.609216429152,22.590092462770887,103.54312345777899,0.9935186924666541
53,7,37,20,285.55283416243407,203.80218313192466,151.2638493382873,24.057882769854807,103.56839466339294,0.995921326928306
53,8,37,21,288.20299953177306,201.76573670041745,171.52002599121096,27.12436805671924,111.85635856292255,0.9921162613981763
54,1,38,2,283.98986616091537,189.10048412071842,157.1458678048283,24.86355949724274,115.72017238655542,0.981306628516929
54,2,38,3,280.0309358972555,188.85655046036015,126.27181171137337,20.69141108312076,111.52402689445253,0.9896839538591391
54,3,38,0,284.0807552784962,189.57832950291913,161.49601599810245,26.726496531482603,110.38290938616362,0.9917127071823204
54,4,38,1,283.23042862465354,190.2764650872067,145.28800758290146,23.50133592569849,114.0274717428195,0.9916697865967802
54,5,39,2,284.00919885027514,201.7955634172879,177.3966111552243,25.59620667559126,108.67616599986201,0.9924333302574513
54,6,39,3,283.6784125627846,201.62842180507351,164.60971060649166,25.66058101016514,101.38105523748285,0.9941295175197211
54,7,39,0,285.86914907283267,200.37384169665887,183.0992745163361,28.813137411651866,109.4112482882839,0.9937016890924707
54,8,39,1,284.51332991636593,202.73431737881026,176.51836053643277,24.77551605081723,109.43820221981228,0.9930792273525463
55,1,38,6,282.92009100369603,190.60668903389364,151.47953133285068,23.964414943068796,108.95174903744179,0.9829196942530904
55,2,38,7,283.61808188707806,190.0139338724935,155.1177792762573,23.056786114998932,105.98211656098073,0.9859876304599923
55,3,38,4,281.2555857438621,189.7418867042806,138.9084176257008,21.719016888693712,109.3292871413774,0.9928686887895788
55,4,38,5,283.18691040669677,191.28489733683836,157.16797382860872,25.079405189981554,106.60913927409521,0.9901578458681523
55,5,39,6,281.6523374857184,203.4659892520247,145.61911937763233,22.317772738761228,109.77720079131022,0.9955825510767532
55,6,39,7,282.09531823051293,203.44663649993925,141.48273483242477,20.804773989565177,109.00464717286194,0.9931232679872729
55,7,39,4,282.15001203030243,201.80873414837583,146.52009555049077,23.392033682938745,99.28113977267415,0.9931225621022377
55,8,39,5,282.13408803429274,202.4487395139796,144.8235512185539,22.849233239907175,105.77192504102166,0.9911610129001434
56,1,38,10,282.85162958214937,191.64729347051548,143.6072573268892,23.202542660109827,111.23879043666653,0.9825721153846154
56,2,38,11,285.4005591601155,188.04311683797602,164.00853159123596,24.949085295646544,103.68157417087713,0.9876300805026507
56,3,38,8,284.8086407053816,189.95269171629405,169.19000595967793,27.647962796374443,112.43696520271192,0.9937381404174573
56,4,38,9,282.2042032087864,190.7086538508384,141.83004625750843,22.14932491138344,109.02930161774603,0.9914105745371254
56,5,39,10,282.66273606495787,202.16997471008142,144.9113249858166,22.672082779707893,109.2531417153731,0.9930091185410335
56,6,39,11,285.01154482877837,201.8618930776194,169.38549302176386,24.822794542793055,102.71948582676033,0.9928843086737824
56,7,39,8,281.41452990563585,204.9577948791919,145.102791841576,22.215486065878537,102.84140828959744,0.9945074626865672
56,8,39,9,285.9594912595466,200.16603751562542,178.52875401553075,25.827202375428048,107.50823470810602,0.9894601908560035
57,1,38,14,283.04773124424867,188.4681193107739,135.81339823640297,20.273221369534525,109.39408554904001,0.9816413506720577
57,2,38,15,285.34502413785793,187.90491890669063,157.16483581006423,23.39762950478825,106.83830072133105,0.9870158943362436
57,3,38,12,284.23406099041387,189.6934743825937,164.67654128391726,24.733608828945677,103.93624713355536,0.9907944766860116
57,4,38,13,286.199927305175,188.74529370500403,178.4078251884535,27.255944887480645,109.29296761328011,0.9908033826638478
57,5,39,14,281.84230306324105,201.20235017042467,139.81277376493307,21.343747946948675,103.5637670027926,0.9911138923654568
57,6,39,15,282.23126906004916,201.9526772545778,133.83458655244218,20.20566474498016,107.84780256410306,0.9944161602890458
57,7,39,12,282.6419593302115,202.14017456381913,144.23843914431436,21.999880330447255,99.80099231901987,0.9937048978965146
57,8,39,13,285.39673005912886,203.52546458891788,171.09584434010304,26.226268756876117,108.28344006611867,0.9932022781554289
58,1,38,18,285.051116291415,191.28023058935685,160.21067886971488,25.66356065945447,117.75816388811997,0.9800459547708308
58,2,38,19,280.71403867114395,190.54481488855436,126.75340355012968,21.26248134623359,104.14468979461645,0.9894767190428139
58,3,38,16,283.9276811314718,188.74054577526715,145.70533265167683,22.234568221398533,104.67641856034564,0.9925301204819277
58,4,38,17,283.00519331241725,190.0897645266769,148.96699045232418,23.975692255822096,99.74330250400496,0.9919871794871795
58,5,39,18,283.19511111226166,203.73345491797687,147.94141412559048,22.906844850407325,111.47764636073715,0.9959031657355679
58,6,39,19,286.41969385750747,200.85013751829132,190.65541333546474,27.818670642782664,111.80313690475919,0.9936898040518101
58,7,39,16,279.55246692290507,202.4979818808169,126.63547801498369,20.666164830611933,99.09335457983602,0.9931285367825384
58,8,39,17,281.93193795764074,202.36995803314886,146.3510946362878,24.134720879564668,104.122770219694,0.9856658848058379
